id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,nom_vial,nom_v_e_1,numero_ext,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,latitud,longitud,fecha_alta,telefono,correoelec,www,PADO_geo,location_match,name_match,reason_for_checking,RA,Pharmacy,PADO,Chain,NO GSV,Permanently_closed,Note,GSV DATE
6298264,FARMACIAS DEL AHORRO CHS TPCO TAPACHULA CENTRAL ORIENTE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,CENTRAL ORIENTE,Décima Primera Norte,68,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,66,19,14.90289303,-92.25787556,2010-07,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6298265,FARMACIAS DEL AHORRO CHS TP4A 4A NORTE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,4 A.   NTE.,,32,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,43,14.90971965,-92.26385168,2010-07,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6298283,FARMACIAS DE SIMILARES TAPACHULA 8,FARMACIAS DE SIMILARES SA DE CV,464111,Farmacias sin minisúper,6 a 10 personas,SANTA OFELIA,Santa Fe,,30798,7,Chiapas,89,Tapachula,1025,Los Cafetales,2128,5,14.86988352,-92.30385617,2014-12,,REDESL@PORUNPAISMEJOR.COM.MX,WWW.FARMACIASDESIMILARES.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6298349,FARMACIAS DEL AHORRO CHS TP13 TAPACHULA 13 SUR,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,VIGÉSIMA OCTAVA ORIENTE,Décima Tercera Sur,208,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,511,4,14.88917069,-92.26244117,2010-07,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6298384,FARMACIAS DEL AHORRO CHS TP6A TAPACHULA 6A NORTE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,TERCERA PONIENTE,Cuarta Norte,35,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,43,14.91001548,-92.26458502,2010-07,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6298561,FARMACIAS DE SIMILARES TAPACHULA 4,FARMACIAS DE SIMILARES SA DE CV,464111,Farmacias sin minisúper,11 a 30 personas,OCTAVA NORTE,Novena Poniente,38,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,10,14.91189991,-92.26427592,2010-07,,REDESL@PORUNPAISMEJOR.COM.MX,WWW.FARMACIASDESIMILARES.COM,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6419451,FARMACIAS SIMILARES TAPACHULA 5,GOYOMA SA DE CV,464111,Farmacias sin minisúper,6 a 10 personas,OCTAVA ORIENTE,Séptima Sur,,30705,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,121,18,14.8986019,-92.26097649,2010-07,,GCEN@GOYOMA.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6714525,FARMACIA MEDICO AMIGO,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL SUR,NINGUNO,0,30820,7,Chiapas,89,Tapachula,46,Álvaro Obregón,437,57,14.91838893,-92.37967099,2016-01,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6775005,FARMACIAS DE SIMILARES TAPACHULA 13,FARMACIAS DE SIMILARES SA DE CV,464111,Farmacias sin minisúper,6 a 10 personas,OCTAVA NORTE,Novena Poniente,45,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,10,14.91190547,-92.26427308,2017-03,,REDESL@PORUNPAISMEJOR.COM.MX,WWW.FARMACIASDESIMILARES.COM,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6867659,FARMACIAS SIMILARES TAPACHULA 10,GOYOMA SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,LAS PALMAS,Los Ciruelos,,30780,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,600,9,14.89134121,-92.25145499,2019-04,,CGEN@GOYOMA.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6867660,FARMACIAS SIMILARES  TAPACHULA 13,GOYOMA SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,OCTAVA NORTE,Trigésima Primera Poniente,,30710,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,13,10,14.92259349,-92.25939164,2019-04,,CGEN@GOYOMA.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6867661,FARMACIAS SIMILARES TAPACHULA 3,GOYOMA SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,JOSEFA ORTIZ DE DOMÍNGUEZ,Agustín Melgar,33,30786,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1295,1,14.87604324,-92.26305331,2019-04,,CGEN@GOYOMA.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6873678,EF EQUILIBRIO FARMACEUTICO,EQUILIBRIO FARMACEUTICO SA DE CV,464111,Farmacias sin minisúper,6 a 10 personas,DÉCIMA OCTAVA ORIENTE,DÉCIMA PRIMERA SUR,28,,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,507,19,14.89462429,-92.26203498,2019-04,,EQFTAPACHULA@EQUILIBRIOFARMACEUTICO.COM.MX,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6876742,FARMACIAS SIMILARES  TAPACHULA 11,GOYOMA SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,DÉCIMA SÉPTIMA ORIENTE,Central Norte,1,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,28,43,14.91409869,-92.2590695,2019-04,,CGEN@GOYOMA.COM,,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6877277,PM FARMACOS,DISTRIBUIDORA PM DE OCCIDENTE SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,OCTAVA NORTE,DÉCIMA NOVENA PONIENTE,91,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,13,40,14.91621883,-92.26162756,2019-04,,MARTHA.RODRIGUEZ@PMFARMACOS.COM,WWW.PMFARMACOS.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
6881605,FARMACIAS SANTA CRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,6 a 10 personas,CENTRAL NORTE,SÉPTIMA ORIENTE,71,,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,51,17,14.91055461,-92.2610955,2019-04,,FCIA-.SANTACRUZ@YAHOO.COM,WWW.FARMACIASANTACRUZ.COM.MX,FALSE,TRUE,FALSE,No GSV within radius,Pau,,,,,,,
7149479,FARMACIA DE JESUS,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,PRIMERA SUR,0,30786,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1030,14,14.87684577,-92.26655884,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
7149761,FARMACIA MEDELAP,,464111,Farmacias sin minisúper,0 a 5 personas,SEGUNDA ORIENTE,TERCERA SUR,0,30830,7,Chiapas,89,Tapachula,148,Puerto Madero (San Benito),418,3,14.71649678,-92.42068578,2019-11,9626011396,,,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
7786022,FARMACIA ALICIA,,464111,Farmacias sin minisúper,0 a 5 personas,TERCERA PONIENTE,DECIMA NORTE,52,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,22,14.91115767,-92.26660584,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
7814023,FARMACIA IVSA,,464111,Farmacias sin minisúper,0 a 5 personas,SEXTA NORTE,BELISARIO DOMINGUEZ,83,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,47,22,14.91294979,-92.26278448,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
7814121,FARMACIA SANTA FE,,464111,Farmacias sin minisúper,0 a 5 personas,SANTA FE,SAN RODOLFO,34,30820,7,Chiapas,89,Tapachula,1025,Los Cafetales,2128,2,14.86893186,-92.3041442,2019-11,,FARMACIA_SANTA_FE@OUTLOOK.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
7921718,FARMACIA DE ALTA ESPECIALIDAD JM,,464111,Farmacias sin minisúper,0 a 5 personas,OCTAVA SUR,DECIMA PONIENTE,120,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,155,25,14.90208138,-92.27047291,2019-11,,,WWW.FARMACIADEALTAESPECIALIDADJM.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
8062273,CLUB DE NUTRICION HERBALIFE RUIZ,,464111,Farmacias sin minisúper,0 a 5 personas,SEGUNDA NORTE,SEPTIMA PONIENTE,40,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,14,14.90978112,-92.26254289,2019-11,9621421116,ARACELIRUIS1503@GMAIL.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
8092893,FARMACIA SAN BENITO DOS,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL SUR,SEGUNDA ORIENTE,0,30830,7,Chiapas,89,Tapachula,148,Puerto Madero (San Benito),418,5,14.7188519,-92.42215189,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
8495737,MINISUPER Y FARMACIA NEYRI,,464111,Farmacias sin minisúper,0 a 5 personas,SOR JUANA INES DE LA CRUZ,FRANCISCO I. MADERO,0,30766,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1083,34,14.91599326,-92.28923216,2019-11,9623215047,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
8655162,FARMACIA SAN ANGEL,,464111,Farmacias sin minisúper,0 a 5 personas,BELISARIO DOMINGUEZ,LAS PALMAS,2,30780,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,600,8,14.89464648,-92.25012461,2019-11,9621458344,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
8771667,FARMACIA LA DOSIS,,464111,Farmacias sin minisúper,0 a 5 personas,TERCERA SUR,JOSE MARIA I. IGLESIAS,0,30786,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1308,34,14.87415943,-92.26557046,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9397351,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,CENTRAL SUR,Cuarta Oriente,3,30710,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,117,11,14.90530418,-92.2640858,2023-11,9623110931,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIASGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9397361,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,CENTRAL PONIENTE,Central Norte,4,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,36,14.90679278,-92.26377515,2023-11,9626889374,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIASGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9403307,FARMACIAS DEL AHORRO CHS TPNA TAPACHULA NARANJOS,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,6 a 10 personas,TERCERA SUR,Sexta Oriente,16,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,117,7,14.90071792,-92.2645368,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9403317,FARMACIAS DEL AHORRO CHS TPOR TAPACHULA 25 ORIENTE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,6 a 10 personas,VIGÉSIMA QUINTA ORIENTE,Primera Norte,2,30710,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,28,28,14.91853068,-92.25652219,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9404033,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,JOSEFA ORTIZ DE DOMÍNGUEZ,Ninguno,322,30786,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1011,2,14.88160479,-92.26369256,2023-11,9621280785,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIASGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9405067,FARMACIAS DEL AHORRO CHS TPSP TAPACHULA SUC. PLAZA,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,NINGUNO,Río Huehuetan,,30797,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1172,93,14.87487212,-92.28583289,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9406219,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,OCTAVA ORIENTE,Tercera Sur,64,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,117,7,14.90116257,-92.26542039,2023-11,9623112145,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIAGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9406222,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,DECIMA OCTAVA ORIENTE,NINGUNO,42,30705,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,507,13,14.89305299,-92.2582167,2023-11,9626889390,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIAGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9410822,FARMACIAS DEL AHORRO OFICINA ADMINISTRATIVA CHIS,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,11 a 30 personas,NOVENA SUR,Sexta Oriente,41,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,121,13,14.89868967,-92.26081805,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9412893,FARMACIAS DEL AHORRO CHS TPNT TAPACHULA INTERNADO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,6 a 10 personas,NINGUNO,Caimito,,30797,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1261,15,14.8848826,-92.27976484,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9413458,FARMACIAS SANTA CRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,0 a 5 personas,DÉCIMA NORTE,TERCERA PONIENTE,16,,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,22,14.91005292,-92.26614189,2023-11,,FCIA_SANTACRUZ@YAHOO.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9438961,FARMACIAS SANTA CRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,0 a 5 personas,QUINTA PONIENTE,NINGUNO,30,,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,39,14.9123254,-92.26693639,2023-11,,FCIA_SANTACRUZ@YAHOO.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9441530,FARMACIA GUADALAJARA,FARMACIA GUADALAJARA SA DE CV,464112,Farmacias con minisúper,11 a 30 personas,NINGUNO,Vigésimo Tercero Norte,1,30725,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,757,19,14.90891845,-92.24847937,2023-11,9626265550,JESPINOZA@FRAGUA.COM.MX,WWW.FARMACIAGUADALAJARA.COM.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9447873,FARMACIAS DEL AHORRO CHS TPSU TAPACHULA 5A SUR,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,464111,Farmacias sin minisúper,6 a 10 personas,CENTRAL ORIENTE,Quinta Norte,39,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,009A,6,14.90466404,-92.26052754,2024-05,,CLIENTES@FAHORRO.COM.MX,WWW.FAHORRO.COM,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9463875,FARMACIA LA PAZ,SALUCOM SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL NORTE,DÉCIMA TERCERA ORIENTE,101,,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,51,20,14.9124991,-92.2599716,2023-11,,,WWW.FARMACIALAPAZ.COM.MX,FALSE,TRUE,FALSE,No GSV within radius,Pau,,,,,,,
9463903,FARMACIAS SIMILARES TAPACHULA 17,GOYOMA SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,OCTAVA NORTE,Novena Poniente,596,30710,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,85,10,14.91184566,-92.26430361,2023-11,,CGEN@GOYOMA.COM,,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9486269,FARMACIAS YZA SUC 0298 PIJIJIAPAN AVENIDA,FARMACON SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,CALLE CENTRAL NORTE,,4,30540,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,28,37,14.91901,-92.256518,2024-05,,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9494426,FARMACIA YAKALA,,464111,Farmacias sin minisúper,0 a 5 personas,20 DE NOVIEMBRE,LAS ROSAS,0,30735,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1331,13,14.93686967,-92.26447477,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9559592,FARMACIA DEL ABUELO,,464111,Farmacias sin minisúper,0 a 5 personas,QUINTA SUR,SEGUNDA ORIENTE,14,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,121,10,14.90356537,-92.26171779,2024-11,,,,FALSE,FALSE,TRUE,No GSV within radius,Pau,,,,,,,
9571896,MUSCLE SHOP,,464112,Farmacias con minisúper,0 a 5 personas,NOVENA NORTE,DECIMA TERCERA ORIENTE,0,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,32,25,14.90993119,-92.25527929,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9637177,FARMACIA EL MESON,,464111,Farmacias sin minisúper,0 a 5 personas,BENITO JUAREZ,PEZ VELA,0,30830,7,Chiapas,89,Tapachula,148,Puerto Madero (San Benito),1670,2,14.71444838,-92.41508257,2024-11,9622188958,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9638941,FARMACIA CON MINI SUPER SAN MIGUEL,,464112,Farmacias con minisúper,0 a 5 personas,DECIMO TERCERA NORTE,CENTRAL ORIENTE,3,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,66,45,14.90290818,-92.25654882,2024-11,,,,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9737528,FARMACIA PERMONT,,464111,Farmacias sin minisúper,0 a 5 personas,LAZARO CARDENAS,TAPACHULA,66,30767,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,899,11,14.90551924,-92.27533655,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9756860,FARMACIAS SIMAS,,464112,Farmacias con minisúper,0 a 5 personas,NOVENA ORIENTE,TERCERA NORTE,9,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,51,7,14.91022777,-92.26030701,2024-11,,FARMACIA-SIMAS@OULOCK.ES,SIMAS-FARMACIA.COM,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9801239,FARMACIA MEDICA EXPRESS,,464111,Farmacias sin minisúper,0 a 5 personas,DECIMO SEXTA NORTE,CENTRAL PONIENTE,0,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,475,23,14.91145791,-92.26910447,2024-11,9622278182,FARMACIAMEDICAEXPRESS@HOTMAIL.COM,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9811022,FARMACIA,,464111,Farmacias sin minisúper,0 a 5 personas,OCTAVA SUR,VIGESIMA CUARTA PONIENTE,0,30798,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1280,32,14.89792545,-92.27478314,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9857692,FARMACIA LA ECONOMICA,,464111,Farmacias sin minisúper,0 a 5 personas,QUINTA ORIENTE,NINGUNO,0,30823,7,Chiapas,89,Tapachula,150,Raymundo Enríquez,2132,10,14.86829438,-92.3123839,2024-11,,,,FALSE,TRUE,FALSE,No GSV within radius,Pau,,,,,,,
9876589,FARMACIA FAMILIAR,,464112,Farmacias con minisúper,0 a 5 personas,NINGUNO,SEXTA NORTE,0,30816,7,Chiapas,89,Tapachula,57,Carrillo Puerto,1488,17,15.01147594,-92.19710888,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9901053,FARMACIA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL NORTE,DECIMA SEPTIMA PONIENTE,102,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,47,30,14.91336175,-92.25961536,2024-11,,,,TRUE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
9923372,RUMED MEDICINA ESTETICA Y FARMACIA MAS SALUD,,464111,Farmacias sin minisúper,0 a 5 personas,DECIMA OCTAVA ORIENTE,DECIMA TERCERA SUR,33,30705,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,507,16,14.8937142,-92.26012818,2024-11,9621439802,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10029489,FARMACIA SAN JOSE,,464111,Farmacias sin minisúper,0 a 5 personas,DECIMA QUINTA SUR,MARAÑONES,0,30790,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,511,47,14.88605204,-92.26248859,2024-11,,,,FALSE,TRUE,FALSE,No GSV within radius,Pau,,,,,,,
10137001,FARMACIA OMEGA,,464111,Farmacias sin minisúper,0 a 5 personas,JUAN ESCUTIA,AGUSTIN MELGAR,0,30798,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1505,2,14.89040744,-92.29216466,2024-11,9625676030,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10189342,FARMACIA MEDICO AMIGO,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL NORTE,TERCERA PONIENTE,0,30823,7,Chiapas,89,Tapachula,150,Raymundo Enríquez,2132,4,14.86792802,-92.31434476,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10313878,SUPER FARMACIA GRYSSI,,464111,Farmacias sin minisúper,0 a 5 personas,SANTA FE,NINGUNO,0,30823,7,Chiapas,89,Tapachula,1025,Los Cafetales,2128,28,14.86794424,-92.30637985,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10473811,FARMACIA SANTA MARIA,COMERCIALIZADORA FARMACEUTICA EMECE S DE RL,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL NORTE,TRIGESIMA NOVENA PONIENTE,0,30710,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,087A,10,14.92476766,-92.25392594,2024-11,,,,FALSE,TRUE,FALSE,No GSV within radius,Pau,,,,,,,
10507108,FARMACIA SIMILARES,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL ORIENTE,CENTRAL NORTE,0,30820,7,Chiapas,89,Tapachula,46,Álvaro Obregón,422,10,14.92103851,-92.37858938,2024-11,9641017955,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10580815,BIOVITAL VENTA DE PRODUCTOS PARA LA SALUD,,464111,Farmacias sin minisúper,0 a 5 personas,INSURGENTES,5 DE MAYO,0,30798,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1505,56,14.88815168,-92.29237748,2024-11,9624858450,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10681983,FARMACIA 17 DE MAYO,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL NORTE,QUINTA PONIENTE,0,30820,7,Chiapas,89,Tapachula,46,Álvaro Obregón,422,2,14.92327206,-92.37761985,2024-11,9621443364,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10742169,FARMACIA BEATRIZ,,464111,Farmacias sin minisúper,0 a 5 personas,MARGARITAS,NINGUNO,102,30738,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1558,49,14.94207852,-92.24775715,2024-11,5544811260,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10855327,FARMACIA EL VERGEL,,464111,Farmacias sin minisúper,0 a 5 personas,LOS CHABACANOS,LAS AMAPOLAS,0,30735,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1346,11,14.9416121,-92.2642636,2024-11,9621015924,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
10931287,FARMACIA COSTA DEL SOL,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA NORTE,VIGESIMA TERCERA ORIENTE,2,30700,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,28,55,14.91652684,-92.25667044,2024-11,9626881246,,,FALSE,FALSE,FALSE,No GSV within radius,Pau,,,,,,,
